ID,State,City,Locality,Property_Type,BHK,Size_in_SqFt,Price_in_Lakhs,Price_per_SqFt,Year_Built,Furnished_Status,Floor_No,Total_Floors,Age_of_Property,Nearby_Schools,Nearby_Hospitals,Public_Transport_Accessibility,Parking_Space,Security,Amenities,Facing,Owner_Type,Availability_Status,Future_Price_5Y,Good_Investment,Luxury_Property,Spacious_Property
40185,Maharashtra,Pune,Locality_408,Villa,2,3270,136.8,0.04,2000,Furnished,5,26,25,7,2,Medium,No,No,Garden,South,Builder,Ready_to_Move,182.13552,0,0,1
156535,Kerala,Kochi,Locality_401,Apartment,2,3452,243.41,0.07,2003,Unfurnished,24,3,22,9,8,Low,No,No,"Garden, Playground, Pool, Gym, Clubhouse",North,Broker,Ready_to_Move,342.9744264,0,1,1
193897,Karnataka,Bangalore,Locality_51,Villa,3,4865,431.02,0.09,2009,Semi-furnished,21,27,16,3,4,Medium,Yes,Yes,"Garden, Gym, Clubhouse",West,Owner,Ready_to_Move,615.1948459999999,0,1,1
137784,Karnataka,Mangalore,Locality_18,Independent House,5,3826,411.15,0.11,2017,Unfurnished,2,4,8,6,1,Medium,Yes,No,"Clubhouse, Garden, Pool, Gym",South,Broker,Under_Construction,589.3917479999999,0,1,1
161394,Kerala,Trivandrum,Locality_132,Villa,5,3915,288.96,0.07,2018,Semi-furnished,8,28,7,2,2,Low,Yes,Yes,Pool,North,Builder,Under_Construction,413.29948799999994,0,1,1
13380,Uttarakhand,Haridwar,Locality_263,Independent House,3,1800,364.68,0.2,1998,Semi-furnished,27,17,27,3,2,High,No,Yes,Gym,South,Owner,Ready_to_Move,473.35463999999996,0,1,0
180183,Telangana,Warangal,Locality_397,Independent House,4,1306,127.88,0.1,2017,Unfurnished,2,4,8,7,7,High,Yes,Yes,"Garden, Pool, Playground, Clubhouse, Gym",North,Broker,Ready_to_Move,185.56922559999998,0,0,0
220398,Haryana,Gurgaon,Locality_312,Independent House,1,1476,161.28,0.11,2012,Furnished,13,13,13,10,8,Low,No,Yes,Pool,North,Builder,Ready_to_Move,227.00482559999998,0,1,0
193998,Assam,Silchar,Locality_346,Apartment,1,567,252.78,0.45,2004,Furnished,17,19,21,1,6,High,Yes,Yes,Playground,West,Builder,Ready_to_Move,327.9416051999999,0,1,0
32911,Maharashtra,Pune,Locality_6,Apartment,2,3858,331.38,0.09,2007,Furnished,26,8,18,2,9,Low,Yes,Yes,"Garden, Pool, Gym, Clubhouse",East,Broker,Ready_to_Move,469.9498608,0,1,1
48661,Uttarakhand,Dehradun,Locality_338,Independent House,1,2600,245.31,0.09,2015,Semi-furnished,0,4,10,4,6,Medium,Yes,Yes,"Clubhouse, Garden",South,Builder,Under_Construction,340.98089999999996,0,1,1
23185,Andhra Pradesh,Vijayawada,Locality_393,Villa,4,2794,328.33,0.12,2010,Semi-furnished,25,15,15,6,1,Medium,Yes,Yes,"Playground, Garden",East,Builder,Under_Construction,462.57757039999996,0,1,1
7157,Delhi,New Delhi,Locality_323,Apartment,4,3400,387.41,0.11,2017,Furnished,9,5,8,3,4,High,Yes,Yes,"Garden, Playground, Pool, Clubhouse, Gym",South,Owner,Ready_to_Move,553.6088900000001,0,1,1
190655,Odisha,Bhubaneswar,Locality_494,Independent House,1,3963,86.74,0.02,1998,Semi-furnished,12,21,27,4,4,Low,Yes,No,"Pool, Gym, Garden, Playground",West,Owner,Ready_to_Move,116.4276324,0,0,1
45334,Chhattisgarh,Raipur,Locality_160,Independent House,5,1381,334.7,0.24,1997,Semi-furnished,10,27,28,5,9,High,Yes,No,"Gym, Playground, Pool, Clubhouse, Garden",North,Builder,Under_Construction,468.118114,0,1,0
133097,Odisha,Cuttack,Locality_424,Apartment,3,2555,464.32,0.18,1994,Semi-furnished,27,10,31,10,3,Low,Yes,Yes,"Pool, Playground, Clubhouse, Garden",South,Builder,Ready_to_Move,656.1305919999999,0,1,1
29767,Jharkhand,Ranchi,Locality_444,Villa,5,1707,315.57,0.18,1999,Unfurnished,9,2,26,7,2,Low,Yes,No,"Clubhouse, Playground, Garden, Gym, Pool",West,Owner,Ready_to_Move,433.3217898,0,1,0
127914,Tamil Nadu,Coimbatore,Locality_129,Independent House,5,669,446.71,0.67,2010,Unfurnished,16,11,15,8,2,Medium,Yes,Yes,"Gym, Garden, Clubhouse, Pool",North,Broker,Under_Construction,629.5841397999999,0,1,0
194988,Maharashtra,Mumbai,Locality_322,Independent House,4,3386,228.85,0.07,2005,Unfurnished,20,2,20,2,1,Low,No,Yes,"Pool, Clubhouse, Gym, Garden",South,Broker,Under_Construction,306.82377199999996,0,1,1
21702,Odisha,Cuttack,Locality_408,Apartment,1,3133,41.48,0.01,2014,Unfurnished,17,28,11,7,9,High,No,Yes,Pool,South,Broker,Ready_to_Move,59.01193679999999,0,0,1
162779,Delhi,New Delhi,Locality_370,Independent House,1,929,312.76,0.34,2010,Semi-furnished,1,22,15,7,3,Medium,No,Yes,"Playground, Gym, Garden",North,Builder,Under_Construction,413.65012079999997,0,1,0
176414,Assam,Guwahati,Locality_416,Apartment,3,4284,49.35,0.01,1997,Semi-furnished,27,24,28,1,9,Low,Yes,Yes,"Garden, Playground, Gym, Pool, Clubhouse",South,Builder,Ready_to_Move,69.66640799999999,0,0,1
210938,Uttar Pradesh,Lucknow,Locality_207,Independent House,5,2060,462.23,0.22,2012,Unfurnished,26,5,13,5,5,High,No,No,"Clubhouse, Garden",South,Builder,Ready_to_Move,637.969846,0,1,1
219844,Punjab,Amritsar,Locality_219,Villa,1,2569,357.32,0.14,2003,Furnished,6,17,22,2,2,High,Yes,No,"Pool, Gym, Clubhouse, Garden",North,Owner,Under_Construction,460.3639415999999,0,1,1
47382,Maharashtra,Mumbai,Locality_215,Independent House,5,1557,185.09,0.12,1990,Unfurnished,29,12,35,10,1,Low,Yes,Yes,"Gym, Playground, Pool, Clubhouse",West,Builder,Under_Construction,258.9668226,0,1,0
206719,Odisha,Bhubaneswar,Locality_415,Independent House,3,3437,29.59,0.01,2021,Semi-furnished,12,9,4,10,2,Low,No,Yes,"Gym, Pool, Garden",North,Owner,Under_Construction,42.8090366,0,0,1
114319,Jharkhand,Ranchi,Locality_262,Apartment,3,1883,440.33,0.23,2001,Furnished,22,21,24,10,2,High,No,Yes,"Playground, Pool, Clubhouse, Gym, Garden",North,Broker,Under_Construction,605.7443678,0,1,1
166859,Delhi,New Delhi,Locality_391,Independent House,4,3072,216.95,0.07,1996,Unfurnished,14,15,29,10,5,High,Yes,No,Pool,West,Builder,Under_Construction,310.984808,0,1,1
134729,Haryana,Faridabad,Locality_447,Villa,2,4128,423.36,0.1,2020,Unfurnished,26,18,5,2,7,Medium,Yes,No,"Clubhouse, Gym, Garden, Playground",East,Builder,Under_Construction,596.3279616,0,1,1
203029,Uttar Pradesh,Noida,Locality_81,Villa,4,4186,401.08,0.1,1992,Unfurnished,0,11,33,3,7,High,No,Yes,"Clubhouse, Playground, Garden, Pool",South,Builder,Ready_to_Move,556.9878176,0,1,1
188495,Rajasthan,Jodhpur,Locality_218,Apartment,5,546,233.72,0.43,2008,Unfurnished,13,28,17,9,1,Low,Yes,No,"Pool, Gym, Clubhouse, Garden",East,Broker,Under_Construction,322.5149024,0,1,0
227159,Tamil Nadu,Chennai,Locality_315,Independent House,2,553,459.5,0.83,2004,Semi-furnished,9,17,21,5,10,High,Yes,No,"Gym, Pool, Garden, Clubhouse, Playground",North,Owner,Under_Construction,624.4880700000001,0,1,0
171178,Assam,Silchar,Locality_363,Independent House,4,2384,97.32,0.04,1997,Semi-furnished,21,4,28,10,6,Low,Yes,Yes,"Pool, Playground, Garden, Gym, Clubhouse",East,Builder,Ready_to_Move,141.5694576,0,0,1
43729,Delhi,New Delhi,Locality_373,Independent House,4,3876,333.05,0.09,2017,Furnished,9,6,8,1,7,Medium,No,No,"Pool, Gym, Playground, Clubhouse",South,Builder,Ready_to_Move,462.11353600000007,0,1,1
36341,Delhi,Dwarka,Locality_127,Apartment,4,1519,135.53,0.09,1990,Semi-furnished,24,22,35,7,10,Low,Yes,No,"Playground, Gym, Pool",North,Owner,Under_Construction,189.79350140000003,0,0,0
144030,West Bengal,Durgapur,Locality_35,Villa,5,3265,274.5,0.08,2006,Furnished,3,28,19,8,6,Medium,Yes,Yes,"Gym, Garden, Clubhouse, Pool, Playground",North,Builder,Under_Construction,407.71484999999996,0,1,1
224033,Uttar Pradesh,Noida,Locality_368,Apartment,3,4739,360.46,0.08,2004,Furnished,8,6,21,5,7,Low,No,Yes,"Clubhouse, Gym",North,Owner,Ready_to_Move,515.0180388,0,1,1
133384,Delhi,Dwarka,Locality_194,Villa,3,1464,206.22,0.14,2012,Unfurnished,17,15,13,10,9,High,No,No,"Pool, Playground",South,Broker,Ready_to_Move,292.8901416,0,1,0
91956,Karnataka,Mangalore,Locality_160,Villa,1,4390,58.38,0.01,2015,Furnished,8,25,10,1,7,High,No,Yes,"Garden, Gym, Pool, Playground",West,Owner,Ready_to_Move,80.20244399999999,0,0,1
147627,West Bengal,Kolkata,Locality_87,Apartment,4,3476,193.53,0.06,2010,Furnished,7,15,15,3,1,High,No,Yes,"Gym, Garden, Clubhouse, Playground, Pool",South,Owner,Under_Construction,263.6884956,0,1,1
78607,Telangana,Warangal,Locality_491,Villa,1,3335,224.72,0.07,2003,Furnished,13,17,22,6,7,Low,Yes,Yes,Clubhouse,South,Builder,Under_Construction,316.56306399999994,0,1,1
4753,Gujarat,Ahmedabad,Locality_12,Independent House,1,1527,96.58,0.06,2000,Unfurnished,4,16,25,7,1,High,Yes,No,Clubhouse,North,Owner,Ready_to_Move,125.89589319999999,0,0,0
139821,Telangana,Hyderabad,Locality_416,Independent House,4,3900,492.07,0.13,1996,Semi-furnished,1,18,29,4,3,Low,No,Yes,"Playground, Clubhouse, Pool, Gym",North,Builder,Under_Construction,673.64383,0,1,1
126859,Uttarakhand,Haridwar,Locality_384,Apartment,2,3129,78.98,0.03,1994,Furnished,30,3,31,4,5,High,Yes,No,"Clubhouse, Pool, Playground, Gym",South,Owner,Under_Construction,105.87900840000002,0,0,1
203341,Delhi,Dwarka,Locality_90,Apartment,5,1985,214.42,0.11,1997,Unfurnished,20,19,28,9,3,Medium,Yes,Yes,"Playground, Clubhouse, Pool, Garden, Gym",West,Builder,Ready_to_Move,306.127434,0,1,1
56720,Telangana,Hyderabad,Locality_68,Independent House,3,546,392.28,0.72,2009,Furnished,0,9,16,8,3,Low,Yes,No,"Playground, Gym, Clubhouse",East,Owner,Ready_to_Move,532.6848576,0,1,0
116420,Telangana,Warangal,Locality_150,Apartment,5,3698,194.63,0.05,2011,Semi-furnished,30,28,14,7,9,High,Yes,Yes,"Garden, Playground, Pool, Clubhouse",West,Builder,Ready_to_Move,295.4405548,0,1,1
42970,Odisha,Cuttack,Locality_99,Independent House,2,4875,493.7,0.1,2001,Semi-furnished,21,9,24,4,8,Medium,No,No,"Pool, Gym, Garden, Clubhouse, Playground",East,Broker,Ready_to_Move,683.03395,0,1,1
153576,Haryana,Gurgaon,Locality_409,Villa,4,4290,313.49,0.07,1999,Unfurnished,1,3,26,7,7,Medium,No,Yes,"Gym, Pool, Garden, Playground",South,Owner,Under_Construction,452.930352,0,1,1
221458,Chhattisgarh,Bilaspur,Locality_409,Apartment,5,4415,64.08,0.01,2020,Unfurnished,13,20,5,6,5,Low,Yes,Yes,"Clubhouse, Garden, Playground, Pool, Gym",South,Broker,Under_Construction,96.65186399999999,1,0,1
211927,Punjab,Amritsar,Locality_473,Apartment,3,4775,109.32,0.02,1995,Unfurnished,10,22,30,4,2,Medium,No,No,Playground,North,Builder,Ready_to_Move,146.10617999999997,0,0,1
235182,Karnataka,Mangalore,Locality_182,Apartment,4,1933,481.25,0.25,2000,Semi-furnished,8,10,25,6,6,High,No,Yes,"Playground, Clubhouse",East,Builder,Ready_to_Move,664.923875,0,1,1
5719,Kerala,Trivandrum,Locality_240,Villa,2,946,274.67,0.29,1990,Unfurnished,4,9,35,6,8,Low,No,No,"Clubhouse, Garden, Pool, Playground, Gym",West,Broker,Ready_to_Move,357.87303640000005,0,1,0
239802,Haryana,Faridabad,Locality_174,Villa,5,829,329.76,0.4,2017,Semi-furnished,27,4,8,9,6,Low,No,No,Garden,North,Owner,Under_Construction,466.1421408,0,1,0
145862,Uttar Pradesh,Noida,Locality_9,Independent House,4,1692,211.0,0.12,2022,Semi-furnished,11,17,3,10,9,High,Yes,No,"Gym, Garden",North,Owner,Under_Construction,314.35624000000007,0,1,0
13749,West Bengal,Kolkata,Locality_89,Villa,5,1087,343.86,0.32,2005,Unfurnished,19,8,20,1,3,Low,No,Yes,"Clubhouse, Playground, Garden",East,Owner,Under_Construction,452.4303564,0,1,0
195905,Bihar,Gaya,Locality_22,Independent House,1,1536,375.21,0.24,1999,Semi-furnished,3,15,26,10,8,Low,Yes,Yes,"Playground, Pool, Clubhouse, Garden",East,Owner,Ready_to_Move,530.0666712,0,1,0
25247,Uttarakhand,Haridwar,Locality_40,Apartment,4,3680,135.99,0.04,2011,Semi-furnished,3,29,14,6,9,Low,No,Yes,"Playground, Gym, Garden",South,Owner,Ready_to_Move,198.89897400000004,0,0,1
33285,Haryana,Gurgaon,Locality_80,Independent House,3,756,35.07,0.05,2010,Semi-furnished,13,29,15,2,2,Low,No,Yes,"Playground, Clubhouse, Garden, Gym",East,Builder,Ready_to_Move,45.27957839999999,0,0,0
43664,Jharkhand,Jamshedpur,Locality_365,Villa,2,4572,92.46,0.02,2004,Semi-furnished,12,5,21,8,2,Medium,No,Yes,"Gym, Garden, Playground, Pool",West,Broker,Ready_to_Move,129.48468239999997,0,0,1
33931,Bihar,Gaya,Locality_394,Independent House,3,3822,378.18,0.1,2000,Furnished,21,22,25,7,6,High,Yes,No,Garden,South,Owner,Ready_to_Move,536.8038192,0,1,1
59478,Tamil Nadu,Coimbatore,Locality_215,Independent House,2,931,386.35,0.41,2005,Semi-furnished,3,20,20,5,3,Medium,No,Yes,"Clubhouse, Pool",East,Owner,Under_Construction,505.19898700000005,0,1,0
90009,West Bengal,Durgapur,Locality_187,Independent House,4,1217,431.75,0.35,2010,Furnished,5,16,15,3,4,Low,No,Yes,"Playground, Clubhouse",North,Owner,Ready_to_Move,579.123545,0,1,0
45367,Odisha,Bhubaneswar,Locality_91,Apartment,1,1327,427.0,0.32,2016,Semi-furnished,25,15,9,9,2,Low,Yes,Yes,"Playground, Gym, Garden, Clubhouse, Pool",West,Broker,Ready_to_Move,591.19858,0,1,0
171924,Rajasthan,Jodhpur,Locality_405,Independent House,4,3061,109.69,0.04,2014,Semi-furnished,15,13,11,10,5,Low,No,No,"Playground, Clubhouse",South,Broker,Ready_to_Move,157.86804180000001,0,0,1
231127,Rajasthan,Jodhpur,Locality_475,Apartment,1,3023,208.76,0.07,2023,Semi-furnished,20,23,2,10,3,Low,Yes,Yes,"Gym, Clubhouse, Garden",West,Builder,Under_Construction,302.79802959999995,0,1,1
119109,Assam,Guwahati,Locality_434,Independent House,3,4790,488.9,0.1,2021,Unfurnished,8,11,4,4,3,Low,No,Yes,"Clubhouse, Playground, Garden, Gym, Pool",West,Broker,Ready_to_Move,695.1180199999999,0,1,1
246085,Gujarat,Ahmedabad,Locality_369,Villa,4,4886,451.27,0.09,1997,Semi-furnished,24,4,28,5,8,Medium,No,No,"Clubhouse, Pool, Garden",West,Owner,Ready_to_Move,638.8719644,0,1,1
13616,Gujarat,Surat,Locality_356,Apartment,3,3432,293.33,0.09,1992,Semi-furnished,22,14,33,7,1,Medium,Yes,Yes,"Pool, Gym, Clubhouse",East,Owner,Ready_to_Move,404.98313119999995,0,1,1
25150,Kerala,Kochi,Locality_16,Apartment,1,973,288.39,0.3,2008,Semi-furnished,22,22,17,7,5,High,Yes,No,Garden,West,Broker,Ready_to_Move,386.5752594,0,1,0
210965,Odisha,Bhubaneswar,Locality_154,Villa,4,1508,154.38,0.1,2001,Unfurnished,27,2,24,4,10,High,No,Yes,"Gym, Clubhouse, Garden, Playground",South,Owner,Under_Construction,214.1497608,0,1,0
98528,Chhattisgarh,Bilaspur,Locality_361,Apartment,1,3355,83.57,0.02,1997,Semi-furnished,28,15,28,8,9,Medium,No,Yes,"Pool, Playground, Clubhouse, Gym",East,Owner,Ready_to_Move,117.25706699999998,0,0,1
41290,Haryana,Faridabad,Locality_278,Apartment,2,3622,431.45,0.12,1990,Unfurnished,9,20,35,3,10,Low,No,Yes,"Playground, Clubhouse, Gym, Pool",North,Broker,Under_Construction,589.981988,0,1,1
179474,Haryana,Gurgaon,Locality_67,Independent House,2,2341,486.37,0.21,2012,Unfurnished,5,24,13,7,6,High,Yes,No,"Gym, Pool, Playground",South,Broker,Ready_to_Move,680.3440834,0,1,1
159572,Maharashtra,Nagpur,Locality_252,Independent House,3,3086,211.0,0.07,2003,Furnished,27,5,22,1,5,High,No,Yes,"Gym, Clubhouse, Garden, Playground, Pool",East,Broker,Ready_to_Move,282.25891999999993,0,1,1
151801,Assam,Guwahati,Locality_27,Independent House,3,3432,406.04,0.12,1990,Semi-furnished,8,6,35,9,1,Medium,Yes,No,Clubhouse,West,Owner,Ready_to_Move,556.9407056,0,1,1
14725,Uttarakhand,Dehradun,Locality_265,Apartment,3,2986,14.47,0.0,1997,Furnished,10,3,28,4,1,Low,No,No,Garden,West,Builder,Under_Construction,18.763538399999998,0,0,1
121803,West Bengal,Durgapur,Locality_463,Apartment,5,1575,20.16,0.01,1997,Furnished,2,23,28,1,10,Low,No,Yes,Pool,West,Owner,Ready_to_Move,27.52848,0,0,0
102813,Madhya Pradesh,Bhopal,Locality_83,Independent House,3,3691,453.79,0.12,2017,Furnished,11,26,8,6,10,Medium,No,No,"Clubhouse, Pool, Playground, Gym",North,Owner,Ready_to_Move,654.7372878,0,1,1
65707,West Bengal,Durgapur,Locality_329,Independent House,4,2767,19.85,0.01,1993,Unfurnished,28,9,32,4,1,Low,No,Yes,"Pool, Garden",West,Broker,Under_Construction,26.288149,0,0,1
248713,Rajasthan,Jodhpur,Locality_485,Apartment,4,2037,486.88,0.24,2020,Furnished,18,11,5,1,2,Medium,Yes,Yes,"Clubhouse, Garden, Playground, Pool, Gym",West,Broker,Ready_to_Move,667.8727712,0,1,1
233846,Uttar Pradesh,Noida,Locality_79,Apartment,2,2436,490.72,0.2,2011,Unfurnished,28,9,14,5,10,Medium,Yes,No,"Pool, Gym, Playground, Clubhouse, Garden",North,Builder,Ready_to_Move,692.2685184000002,0,1,1
12881,Odisha,Bhubaneswar,Locality_27,Villa,2,1893,257.33,0.14,2005,Furnished,27,22,20,1,9,Medium,No,Yes,Clubhouse,North,Broker,Ready_to_Move,343.49952379999996,0,1,1
152154,Delhi,New Delhi,Locality_195,Independent House,1,3487,434.56,0.12,1993,Semi-furnished,23,9,32,6,3,High,No,Yes,Pool,North,Owner,Ready_to_Move,577.8518143999999,0,1,1
120411,Andhra Pradesh,Vijayawada,Locality_290,Villa,2,4781,421.02,0.09,1998,Unfurnished,3,8,27,2,2,Low,Yes,No,"Playground, Clubhouse, Garden, Pool, Gym",North,Builder,Under_Construction,563.1647724,0,1,1
17965,Assam,Guwahati,Locality_20,Independent House,1,1236,329.07,0.27,2020,Semi-furnished,26,29,5,10,6,Low,Yes,No,"Pool, Playground, Gym",East,Builder,Under_Construction,463.2384204,0,1,0
246436,Punjab,Ludhiana,Locality_467,Apartment,4,2281,27.91,0.01,2014,Furnished,26,21,11,9,7,High,Yes,Yes,"Gym, Playground, Pool",South,Broker,Under_Construction,41.4357442,0,0,1
7655,Kerala,Kochi,Locality_323,Villa,2,3660,117.9,0.03,2000,Furnished,27,9,25,5,3,High,Yes,Yes,"Gym, Pool",North,Owner,Under_Construction,162.96138,0,0,1
48196,Jharkhand,Ranchi,Locality_52,Apartment,4,2065,22.07,0.01,2005,Furnished,18,28,20,6,9,Medium,Yes,No,"Pool, Garden, Clubhouse, Playground, Gym",West,Owner,Ready_to_Move,31.412231000000002,0,0,1
183813,Uttarakhand,Dehradun,Locality_206,Independent House,5,4135,318.36,0.08,2010,Unfurnished,27,24,15,5,10,High,Yes,No,Pool,West,Broker,Under_Construction,473.62417200000004,0,1,1
222300,West Bengal,Kolkata,Locality_419,Apartment,3,1999,315.86,0.16,2002,Unfurnished,27,29,23,8,3,High,No,No,"Playground, Gym, Clubhouse, Garden",North,Owner,Under_Construction,424.19366279999997,0,1,1
91531,Uttarakhand,Haridwar,Locality_300,Villa,1,2941,476.07,0.16,1995,Unfurnished,12,7,30,10,9,High,No,No,Gym,South,Owner,Ready_to_Move,659.7473274,0,1,1
235181,Bihar,Gaya,Locality_391,Villa,1,4245,123.04,0.03,2013,Furnished,6,2,12,7,1,Medium,No,No,"Clubhouse, Pool, Gym",South,Builder,Ready_to_Move,166.583856,0,0,1
134191,Gujarat,Surat,Locality_5,Independent House,3,4097,304.62,0.07,1992,Semi-furnished,3,6,33,8,8,Low,Yes,Yes,"Gym, Pool, Playground, Clubhouse",South,Builder,Ready_to_Move,444.7269228,0,1,1
182957,Chhattisgarh,Bilaspur,Locality_31,Independent House,3,3964,165.96,0.04,1990,Unfurnished,13,3,35,7,1,Medium,Yes,No,Garden,North,Broker,Ready_to_Move,226.0839888,0,1,1
126277,Madhya Pradesh,Indore,Locality_324,Villa,3,4029,166.71,0.04,2020,Semi-furnished,13,29,5,1,1,High,No,No,"Clubhouse, Pool",South,Broker,Under_Construction,222.32112180000001,0,1,1
74566,Chhattisgarh,Raipur,Locality_152,Villa,3,704,264.87,0.38,1993,Semi-furnished,24,26,32,9,8,Medium,No,No,"Gym, Pool, Garden, Playground",East,Builder,Ready_to_Move,357.33081960000004,0,1,0
148616,Odisha,Bhubaneswar,Locality_227,Apartment,1,4161,10.21,0.0,1991,Furnished,10,16,34,5,5,Medium,No,Yes,"Garden, Gym, Pool, Clubhouse",West,Broker,Under_Construction,13.7346962,0,0,1
203397,Uttarakhand,Dehradun,Locality_353,Independent House,5,2620,256.63,0.1,1999,Furnished,5,15,26,9,1,Low,Yes,Yes,"Playground, Pool, Garden, Clubhouse",West,Broker,Under_Construction,366.57029199999994,0,1,1
21386,Bihar,Patna,Locality_200,Villa,3,2390,55.83,0.02,2014,Unfurnished,26,10,11,9,5,Medium,Yes,No,"Garden, Clubhouse, Pool, Gym",North,Owner,Ready_to_Move,79.881564,0,0,1
28864,Uttarakhand,Dehradun,Locality_181,Apartment,2,1599,193.19,0.12,1998,Unfurnished,27,23,27,3,4,Medium,No,No,"Playground, Gym, Garden, Pool",North,Broker,Ready_to_Move,245.34743619999998,0,1,0
166323,Bihar,Gaya,Locality_456,Villa,3,1146,95.6,0.08,2006,Furnished,13,29,19,3,1,High,No,Yes,"Garden, Gym",South,Broker,Ready_to_Move,123.60315199999998,0,0,0
234149,Telangana,Warangal,Locality_189,Villa,4,3067,403.2,0.13,2004,Furnished,28,23,21,10,8,High,Yes,Yes,"Pool, Gym, Garden, Clubhouse, Playground",West,Builder,Under_Construction,604.130688,0,1,1
33802,Delhi,New Delhi,Locality_472,Apartment,5,1831,462.95,0.25,2022,Unfurnished,19,1,3,6,6,High,No,No,"Gym, Clubhouse",North,Builder,Under_Construction,654.435379,0,1,1
3753,Telangana,Warangal,Locality_467,Apartment,3,1741,378.5,0.22,1997,Furnished,2,9,28,9,2,Medium,Yes,No,"Gym, Playground, Garden, Pool",East,Builder,Under_Construction,514.69187,0,1,0
170358,Madhya Pradesh,Indore,Locality_306,Villa,4,2461,305.59,0.12,2020,Furnished,20,19,5,1,1,Low,Yes,Yes,"Clubhouse, Garden, Gym",North,Owner,Ready_to_Move,419.33670979999994,0,1,1
88840,Tamil Nadu,Chennai,Locality_316,Apartment,4,3511,226.79,0.06,2007,Semi-furnished,23,8,18,4,6,Low,Yes,Yes,Playground,West,Owner,Under_Construction,325.9471238,0,1,1
153512,West Bengal,Kolkata,Locality_302,Independent House,1,4202,100.33,0.02,2003,Furnished,10,8,22,9,2,Low,No,No,"Clubhouse, Garden",West,Builder,Under_Construction,136.5531432,0,0,1
27360,Rajasthan,Jodhpur,Locality_491,Apartment,1,3077,110.45,0.04,2002,Furnished,0,6,23,9,6,High,Yes,Yes,Garden,North,Broker,Ready_to_Move,157.22999299999998,0,0,1
36293,Chhattisgarh,Bilaspur,Locality_149,Villa,5,1352,141.47,0.1,2014,Furnished,20,17,11,5,3,Low,No,Yes,"Pool, Gym, Clubhouse",East,Broker,Under_Construction,195.09278879999997,0,0,0
48691,Tamil Nadu,Coimbatore,Locality_497,Independent House,3,3736,493.69,0.13,2000,Semi-furnished,22,19,25,2,6,Low,Yes,No,"Gym, Garden, Playground, Pool",South,Builder,Ready_to_Move,675.2296867999999,0,1,1
231630,Haryana,Faridabad,Locality_327,Villa,4,2096,270.13,0.13,2004,Unfurnished,23,25,21,8,9,Low,No,No,"Gym, Pool",East,Builder,Under_Construction,381.4019496,0,1,1
236609,Odisha,Bhubaneswar,Locality_241,Villa,4,653,166.73,0.26,1993,Unfurnished,18,9,32,2,8,High,Yes,Yes,Playground,South,Builder,Under_Construction,224.7620438,0,1,0
213471,Odisha,Cuttack,Locality_287,Independent House,3,1725,465.03,0.27,1994,Semi-furnished,4,2,31,7,1,Low,Yes,No,"Clubhouse, Playground, Pool, Garden",South,Builder,Under_Construction,616.397265,0,1,0
236767,Madhya Pradesh,Indore,Locality_123,Independent House,1,535,215.03,0.4,1994,Furnished,22,2,31,5,5,High,Yes,Yes,"Garden, Pool, Clubhouse, Gym, Playground",North,Builder,Under_Construction,281.40976099999995,0,1,0
178333,Uttar Pradesh,Noida,Locality_341,Independent House,5,615,50.31,0.08,2012,Semi-furnished,27,23,13,4,4,Medium,No,No,"Clubhouse, Playground, Gym",West,Owner,Under_Construction,67.078323,0,0,0
214246,Uttar Pradesh,Lucknow,Locality_273,Villa,4,4569,37.07,0.01,2008,Furnished,16,14,17,8,8,High,Yes,Yes,Garden,East,Broker,Ready_to_Move,56.2122066,0,0,1
230603,Tamil Nadu,Chennai,Locality_433,Villa,2,2020,323.75,0.16,2007,Unfurnished,29,23,18,5,6,Low,No,No,"Gym, Playground, Pool, Garden, Clubhouse",North,Broker,Under_Construction,431.3645,0,1,1
11588,Delhi,Dwarka,Locality_52,Independent House,5,3055,144.56,0.05,2003,Unfurnished,17,20,22,9,6,High,Yes,Yes,Playground,East,Owner,Under_Construction,214.68605599999998,0,0,1
142460,Haryana,Faridabad,Locality_180,Independent House,3,2685,213.16,0.08,2001,Furnished,27,29,24,10,4,Low,No,Yes,"Gym, Clubhouse, Garden, Playground",North,Builder,Under_Construction,300.065332,0,1,1
14148,Maharashtra,Pune,Locality_78,Villa,4,619,44.27,0.07,1991,Unfurnished,20,12,34,1,6,Low,No,Yes,"Clubhouse, Gym",South,Owner,Ready_to_Move,56.992312600000005,0,0,0
227469,Madhya Pradesh,Indore,Locality_67,Villa,2,2663,420.81,0.16,2013,Furnished,14,8,12,1,10,Medium,No,No,"Clubhouse, Garden",South,Owner,Ready_to_Move,567.7821006,0,1,1
242491,Assam,Silchar,Locality_220,Apartment,4,3286,399.23,0.12,1991,Semi-furnished,21,13,34,9,8,Low,Yes,No,"Pool, Garden, Gym",West,Owner,Under_Construction,575.5778756000001,0,1,1
131636,Gujarat,Surat,Locality_219,Independent House,5,4015,232.55,0.06,2002,Semi-furnished,2,17,23,6,8,Medium,No,Yes,"Pool, Playground, Gym",West,Broker,Ready_to_Move,339.127665,0,1,1
227692,Maharashtra,Mumbai,Locality_490,Villa,4,1450,435.89,0.3,2020,Furnished,27,9,5,7,4,Low,No,No,Pool,South,Broker,Ready_to_Move,601.9640899999999,0,1,0
